Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,UDI
L55953,L,297.5,308.6,1585.0,37.6,2.0,0,0.0,0.0,0.0,0.0,0.0,
M23634,M,297.6,308.7,1408.0,51.5,4.0,0,0.0,0.0,0.0,0.0,0.0,
H38189,H,297.5,308.6,1536.0,38.7,7.0,0,0.0,0.0,0.0,0.0,0.0,
L55956,L,297.5,308.6,1352.0,52.6,12.0,0,0.0,0.0,0.0,0.0,0.0,
H38191,H,297.5,308.6,1481.0,38.8,14.0,0,0.0,0.0,0.0,0.0,0.0,
L55958,L,297.5,308.7,1454.0,45.0,19.0,0,0.0,0.0,0.0,0.0,0.0,
M23639,M,297.5,308.6,1349.0,51.5,21.0,0,0.0,0.0,0.0,0.0,0.0,
M23640,M,297.5,308.6,1327.0,52.1,24.0,0,0.0,0.0,0.0,0.0,0.0,
L55961,L,297.6,308.7,1552.0,42.3,27.0,0,0.0,0.0,0.0,0.0,0.0,
L55962,L,297.5,308.7,1456.0,44.7,29.0,0,0.0,0.0,0.0,0.0,0.0,
M23643,M,297.6,308.6,1254.0,45.8,31.0,0,0.0,0.0,0.0,0.0,0.0,
L55964,L,297.5,308.6,1437.0,43.3,34.0,0,0.0,0.0,0.0,0.0,0.0,
L55965,L,297.5,308.6,1694.0,27.1,36.0,0,0.0,0.0,0.0,0.0,0.0,
L55966,L,297.5,308.5,1306.0,50.7,38.0,0,0.0,0.0,0.0,0.0,0.0,
M23647,M,297.5,308.5,1699.0,30.1,40.0,0,0.0,0.0,0.0,0.0,0.0,
L55968,L,297.4,308.5,1369.0,53.2,43.0,0,0.0,0.0,0.0,0.0,0.0,
L55969,L,297.4,308.5,1471.0,43.9,45.0,0,0.0,0.0,0.0,0.0,0.0,
L55970,L,297.4,308.5,1410.0,43.9,47.0,0,0.0,0.0,0.0,0.0,0.0,
M23651,M,297.4,308.5,1412.0,45.5,49.0,0,0.0,0.0,0.0,0.0,0.0,
L55972,L,297.4,308.5,1418.0,51.2,52.0,0,0.0,0.0,0.0,0.0,0.0,
L55973,L,297.4,308.5,1782.0,25.9,54.0,0,0.0,0.0,0.0,0.0,0.0,
M23654,M,297.4,308.5,1497.0,36.4,56.0,0,0.0,0.0,0.0,0.0,0.0,
L55975,L,297.3,308.4,1459.0,39.4,59.0,0,0.0,0.0,0.0,0.0,0.0,
L55976,L,297.2,308.3,1796.0,23.8,61.0,0,0.0,0.0,0.0,0.0,0.0,
L55977,L,297.2,308.3,1569.0,31.2,63.0,0,0.0,0.0,0.0,0.0,0.0,
L55978,L,297.3,308.4,1469.0,46.7,65.0,0,0.0,0.0,0.0,0.0,0.0,
L55979,L,297.3,308.4,1472.0,41.3,67.0,0,0.0,0.0,0.0,0.0,0.0,
L55980,L,297.4,308.5,1475.0,47.2,69.0,0,0.0,0.0,0.0,0.0,0.0,
L55981,L,297.4,308.6,1488.0,36.4,71.0,0,0.0,0.0,0.0,0.0,0.0,
L55982,L,297.4,308.6,1524.0,43.1,73.0,0,0.0,0.0,0.0,0.0,0.0,
L55983,L,297.4,308.5,1486.0,48.6,75.0,0,0.0,0.0,0.0,0.0,0.0,
M23664,M,297.5,308.6,1255.0,60.7,77.0,0,0.0,0.0,0.0,0.0,0.0,
M23665,M,297.4,308.6,1469.0,42.6,80.0,0,0.0,0.0,0.0,0.0,0.0,
L55986,L,297.4,308.5,1692.0,34.3,83.0,0,0.0,0.0,0.0,0.0,0.0,
M23667,M,297.4,308.6,1604.0,32.8,85.0,0,0.0,0.0,0.0,0.0,0.0,
L55988,L,297.4,308.6,1446.0,48.1,88.0,0,0.0,0.0,0.0,0.0,0.0,
L55989,L,297.3,308.5,1503.0,43.3,90.0,0,0.0,0.0,0.0,0.0,0.0,
M23670,M,297.3,308.5,1625.0,32.8,92.0,0,0.0,0.0,0.0,0.0,0.0,
L55991,L,297.2,308.5,1574.0,35.8,95.0,0,0.0,0.0,0.0,0.0,0.0,
M23672,M,297.2,308.4,1378.0,41.9,97.0,0,0.0,0.0,0.0,0.0,0.0,
L55993,L,297.1,308.4,1693.0,29.5,100.0,0,0.0,0.0,0.0,0.0,0.0,
L55994,L,297.2,308.4,1462.0,51.2,102.0,0,0.0,0.0,0.0,0.0,0.0,
H38229,H,297.3,308.5,1435.0,55.0,104.0,0,0.0,0.0,0.0,0.0,0.0,
M23676,M,297.2,308.5,1425.0,45.8,109.0,0,0.0,0.0,0.0,0.0,0.0,
H38231,H,297.3,308.6,1376.0,53.5,112.0,0,0.0,0.0,0.0,0.0,0.0,
M23678,M,297.4,308.7,1481.0,48.0,117.0,0,0.0,0.0,0.0,0.0,0.0,
H38233,H,297.4,308.7,1349.0,48.9,120.0,0,0.0,0.0,0.0,0.0,0.0,
L56000,L,297.3,308.7,1551.0,40.0,125.0,0,0.0,0.0,0.0,0.0,0.0,
H38235,H,297.4,308.7,1623.0,33.8,127.0,0,0.0,0.0,0.0,0.0,0.0,
L56002,L,297.4,308.8,1462.0,49.7,132.0,0,0.0,0.0,0.0,0.0,0.0,
M23683,M,297.3,308.8,1447.0,57.4,134.0,0,0.0,0.0,0.0,0.0,0.0,
M23684,M,297.3,308.9,1799.0,24.5,137.0,0,0.0,0.0,0.0,0.0,0.0,
M23685,M,297.3,308.8,1548.0,41.3,140.0,0,0.0,0.0,0.0,0.0,0.0,
M23686,M,297.2,308.8,1485.0,47.9,143.0,0,0.0,0.0,0.0,0.0,0.0,
L56007,L,297.2,308.7,1463.0,49.9,146.0,0,0.0,0.0,0.0,0.0,0.0,
L56008,L,297.3,308.7,1587.0,35.8,148.0,0,0.0,0.0,0.0,0.0,0.0,
M23689,M,297.3,308.8,1469.0,44.1,150.0,0,0.0,0.0,0.0,0.0,0.0,
H38244,H,297.3,308.7,1430.0,42.8,153.0,0,0.0,0.0,0.0,0.0,0.0,
H38245,H,297.4,308.7,1726.0,26.8,158.0,0,0.0,0.0,0.0,0.0,0.0,
L56012,L,297.4,308.8,1651.0,34.1,163.0,0,0.0,0.0,0.0,0.0,0.0,
L56013,L,297.4,308.8,1529.0,41.3,165.0,0,0.0,0.0,0.0,0.0,0.0,
L56014,L,297.4,308.8,1473.0,46.2,167.0,0,0.0,0.0,0.0,0.0,0.0,
H38249,H,297.4,308.8,1324.0,53.5,169.0,0,0.0,0.0,0.0,0.0,0.0,
L56016,L,297.4,308.9,1708.0,28.8,174.0,0,0.0,0.0,0.0,0.0,0.0,
M23697,M,297.5,309.1,1540.0,38.5,176.0,0,0.0,0.0,0.0,0.0,0.0,
L56018,L,297.5,309.0,1320.0,54.7,179.0,0,0.0,0.0,0.0,0.0,0.0,
M23699,M,297.4,308.9,1376.0,39.0,181.0,0,0.0,0.0,0.0,0.0,0.0,
M23700,M,297.3,308.7,1542.0,37.0,184.0,0,0.0,0.0,0.0,0.0,0.0,
L56021,L,297.3,308.7,1506.0,39.3,187.0,0,0.0,0.0,0.0,0.0,0.0,
L56022,L,297.3,308.7,1492.0,43.6,189.0,0,0.0,0.0,0.0,0.0,0.0,
H38257,H,297.3,308.8,1564.0,38.0,191.0,0,0.0,0.0,0.0,0.0,0.0,
H38258,H,297.4,308.9,1645.0,30.8,196.0,0,0.0,0.0,0.0,0.0,0.0,
M23705,M,297.4,308.9,1348.0,59.1,201.0,0,0.0,0.0,0.0,0.0,0.0,
M23706,M,297.4,308.8,1325.0,62.4,204.0,1,1.0,0.0,0.0,1.0,0.0,
L56027,L,297.5,308.9,1443.0,43.5,0.0,0,0.0,0.0,0.0,0.0,0.0,
M23708,M,297.5,308.9,1436.0,44.8,2.0,0,0.0,0.0,0.0,0.0,0.0,
L56029,L,297.5,308.9,1596.0,30.7,5.0,0,0.0,0.0,0.0,0.0,0.0,
L56030,L,297.6,309.0,1491.0,43.2,7.0,0,0.0,0.0,0.0,0.0,0.0,
M23711,M,297.7,308.9,1573.0,35.1,9.0,0,0.0,0.0,0.0,0.0,0.0,
L56032,L,297.7,308.9,1575.0,39.9,12.0,0,0.0,0.0,0.0,0.0,0.0,
L56033,L,297.7,308.9,1458.0,41.1,14.0,0,0.0,0.0,0.0,0.0,0.0,
M23714,M,297.7,309.0,1433.0,41.8,16.0,0,0.0,0.0,0.0,0.0,0.0,
L56035,L,297.7,308.9,1662.0,28.1,19.0,0,0.0,0.0,0.0,0.0,0.0,
M23716,M,297.7,308.9,1327.0,63.7,21.0,0,0.0,0.0,0.0,0.0,0.0,
L56037,L,297.7,308.9,1742.0,26.3,24.0,0,0.0,0.0,0.0,0.0,0.0,
L56038,L,297.8,308.9,1506.0,33.5,26.0,0,0.0,0.0,0.0,0.0,0.0,
L56039,L,297.9,309.1,1457.0,44.4,28.0,0,0.0,0.0,0.0,0.0,0.0,
M23720,M,297.9,309.1,1488.0,37.3,30.0,0,0.0,0.0,0.0,0.0,0.0,
L56041,L,297.9,309.1,1619.0,34.7,33.0,0,0.0,0.0,0.0,0.0,0.0,
M23722,M,298.0,309.2,1558.0,41.7,35.0,0,0.0,0.0,0.0,0.0,0.0,
L56043,L,298.0,309.2,1731.0,28.7,38.0,0,0.0,0.0,0.0,0.0,0.0,
M23724,M,298.0,309.1,1574.0,34.8,40.0,0,0.0,0.0,0.0,0.0,0.0,
L56045,L,297.9,309.0,1290.0,49.8,43.0,0,0.0,0.0,0.0,0.0,0.0,
H38280,H,297.9,308.9,1416.0,39.6,45.0,0,0.0,0.0,0.0,0.0,0.0,
L56047,L,297.9,308.9,1566.0,41.9,50.0,0,0.0,0.0,0.0,0.0,0.0,
L56048,L,297.9,309.0,1456.0,46.5,52.0,0,0.0,0.0,0.0,0.0,0.0,
L56049,L,297.9,309.0,1528.0,37.5,54.0,0,0.0,0.0,0.0,0.0,0.0,
M23730,M,297.9,309.1,1338.0,49.6,56.0,0,0.0,0.0,0.0,0.0,0.0,
M23731,M,297.9,309.1,1558.0,39.2,59.0,0,0.0,0.0,0.0,0.0,0.0,
M23732,M,297.9,309.1,1614.0,38.1,62.0,0,0.0,0.0,0.0,0.0,0.0,
H38287,H,298.0,309.1,1557.0,36.4,65.0,0,0.0,0.0,0.0,0.0,0.0,
L56054,L,298.1,309.3,1443.0,45.3,70.0,0,0.0,0.0,0.0,0.0,0.0,
H38289,H,298.1,309.3,1332.0,51.0,72.0,0,0.0,0.0,0.0,0.0,0.0,
M23736,M,298.1,309.3,1752.0,25.2,77.0,0,0.0,0.0,0.0,0.0,0.0,
M23737,M,298.1,309.2,1460.0,45.8,80.0,0,0.0,0.0,0.0,0.0,0.0,
L56058,L,298.1,309.2,1802.0,26.9,83.0,0,0.0,0.0,0.0,0.0,0.0,
L56059,L,298.0,309.2,1527.0,39.5,85.0,0,0.0,0.0,0.0,0.0,0.0,
L56060,L,298.0,309.2,1458.0,39.8,87.0,0,0.0,0.0,0.0,0.0,0.0,
H38295,H,298.0,309.2,1520.0,37.9,89.0,0,0.0,0.0,0.0,0.0,0.0,
L56062,L,298.0,309.2,1378.0,49.7,94.0,0,0.0,0.0,0.0,0.0,0.0,
M23743,M,297.9,309.2,1529.0,38.1,96.0,0,0.0,0.0,0.0,0.0,0.0,
L56064,L,298.0,309.2,1527.0,32.4,99.0,0,0.0,0.0,0.0,0.0,0.0,
M23745,M,298.0,309.2,1438.0,42.9,101.0,0,0.0,0.0,0.0,0.0,0.0,
L56066,L,297.9,309.0,1583.0,36.7,104.0,0,0.0,0.0,0.0,0.0,0.0,
L56067,L,297.8,308.9,1530.0,37.6,106.0,0,0.0,0.0,0.0,0.0,0.0,
M23748,M,297.7,308.9,1530.0,39.1,108.0,0,0.0,0.0,0.0,0.0,0.0,
M23749,M,297.7,308.8,2089.0,19.1,111.0,0,0.0,0.0,0.0,0.0,0.0,
L56070,L,297.7,308.8,1616.0,34.2,114.0,0,0.0,0.0,0.0,0.0,0.0,
M23751,M,297.7,308.9,1681.0,28.3,116.0,0,0.0,0.0,0.0,0.0,0.0,
L56072,L,297.6,308.8,1475.0,43.0,119.0,0,0.0,0.0,0.0,0.0,0.0,
L56073,L,297.5,308.7,1371.0,46.5,121.0,0,0.0,0.0,0.0,0.0,0.0,
M23754,M,297.5,308.7,1546.0,38.0,123.0,0,0.0,0.0,0.0,0.0,0.0,
H38309,H,297.4,308.6,1461.0,40.1,126.0,0,0.0,0.0,0.0,0.0,0.0,
L56076,L,297.4,308.7,1638.0,31.9,131.0,0,0.0,0.0,0.0,0.0,0.0,
M23757,M,297.3,308.7,1577.0,35.6,133.0,0,0.0,0.0,0.0,0.0,0.0,
L56078,L,297.4,308.6,1532.0,38.7,136.0,0,0.0,0.0,0.0,0.0,0.0,
M23759,M,297.3,308.5,1710.0,27.7,138.0,0,0.0,0.0,0.0,0.0,0.0,
M23760,M,297.3,308.6,1584.0,29.4,141.0,0,0.0,0.0,0.0,0.0,0.0,
L56081,L,297.3,308.6,1446.0,50.1,144.0,0,0.0,0.0,0.0,0.0,0.0,
H38316,H,297.4,308.7,1522.0,46.3,146.0,0,0.0,0.0,0.0,0.0,0.0,
M23763,M,297.4,308.7,1382.0,49.9,151.0,0,0.0,0.0,0.0,0.0,0.0,
L56084,L,297.4,308.7,1584.0,38.2,154.0,0,0.0,0.0,0.0,0.0,0.0,
L56085,L,297.3,308.6,1385.0,55.2,156.0,0,0.0,0.0,0.0,0.0,0.0,
L56086,L,297.3,308.7,1592.0,34.4,158.0,0,0.0,0.0,0.0,0.0,0.0,
M23767,M,297.2,308.6,1404.0,43.7,160.0,0,0.0,0.0,0.0,0.0,0.0,
L56088,L,297.2,308.5,1518.0,44.3,163.0,0,0.0,0.0,0.0,0.0,0.0,
L56089,L,297.1,308.4,1529.0,40.4,165.0,0,0.0,0.0,0.0,0.0,0.0,
L56090,L,297.1,308.4,1550.0,37.0,167.0,0,0.0,0.0,0.0,0.0,0.0,
L56091,L,297.1,308.3,1773.0,23.8,169.0,0,0.0,0.0,0.0,0.0,0.0,
L56092,L,297.2,308.5,1446.0,43.7,171.0,0,0.0,0.0,0.0,0.0,0.0,
M23773,M,297.2,308.5,1487.0,46.9,173.0,0,0.0,0.0,0.0,0.0,0.0,
M23774,M,297.3,308.5,1524.0,49.3,176.0,0,0.0,0.0,0.0,0.0,0.0,
L56095,L,297.1,308.3,1403.0,54.1,179.0,0,0.0,0.0,0.0,0.0,0.0,
L56096,L,297.1,308.2,2267.0,15.7,181.0,0,0.0,0.0,0.0,0.0,0.0,
M23777,M,297.1,308.2,1529.0,37.9,183.0,0,0.0,0.0,0.0,0.0,0.0,
L56098,L,297.1,308.2,1402.0,51.2,186.0,0,0.0,0.0,0.0,0.0,0.0,
L56099,L,297.2,308.3,1693.0,28.0,188.0,0,0.0,0.0,0.0,0.0,0.0,
L56100,L,297.1,308.3,1496.0,45.8,190.0,0,0.0,0.0,0.0,0.0,0.0,
L56101,L,297.1,308.1,1633.0,33.3,192.0,0,0.0,0.0,0.0,0.0,0.0,
L56102,L,297.1,308.2,1399.0,42.6,194.0,0,0.0,0.0,0.0,0.0,0.0,
M23783,M,297.0,308.1,1363.0,45.3,196.0,0,0.0,0.0,0.0,0.0,0.0,
H38338,H,297.1,308.2,1527.0,42.2,199.0,0,0.0,0.0,0.0,0.0,0.0,
M23785,M,297.2,308.2,1405.0,42.5,204.0,0,0.0,0.0,0.0,0.0,0.0,
M23786,M,297.3,308.3,1459.0,59.6,207.0,1,0.0,0.0,1.0,1.0,0.0,
M23787,M,297.4,308.4,1789.0,25.0,210.0,0,0.0,0.0,0.0,0.0,0.0,
L56108,L,297.4,308.4,1531.0,41.5,213.0,0,0.0,0.0,0.0,0.0,0.0,
M23789,M,297.4,308.4,1620.0,35.8,215.0,0,0.0,0.0,0.0,0.0,0.0,
L56110,L,297.4,308.4,1571.0,39.4,0.0,0,0.0,0.0,0.0,0.0,0.0,
L56111,L,297.4,308.4,1434.0,39.9,2.0,0,0.0,0.0,0.0,0.0,0.0,
L56112,L,297.4,308.4,1474.0,43.6,4.0,0,0.0,0.0,0.0,0.0,0.0,
M23793,M,297.3,308.3,1544.0,41.7,6.0,0,0.0,0.0,0.0,0.0,0.0,
L56114,L,297.3,308.2,1601.0,35.7,9.0,0,0.0,0.0,0.0,0.0,0.0,
L56115,L,297.4,308.3,1801.0,26.9,11.0,0,0.0,0.0,0.0,0.0,0.0,
L56116,L,297.4,308.3,1465.0,42.0,13.0,0,0.0,0.0,0.0,0.0,0.0,
M23797,M,297.4,308.4,1340.0,52.6,15.0,0,0.0,0.0,0.0,0.0,0.0,
M23798,M,297.4,308.4,1517.0,41.0,18.0,0,0.0,0.0,0.0,0.0,0.0,
M23799,M,297.3,308.4,1434.0,44.8,21.0,0,0.0,0.0,0.0,0.0,0.0,
H38354,H,297.3,308.3,1935.0,19.3,24.0,0,0.0,0.0,0.0,0.0,0.0,
M23801,M,297.3,308.3,1595.0,32.2,29.0,0,0.0,0.0,0.0,0.0,0.0,
L56122,L,297.3,308.3,2188.0,17.0,32.0,0,0.0,0.0,0.0,0.0,0.0,
M23803,M,297.3,308.4,1449.0,44.4,34.0,0,0.0,0.0,0.0,0.0,0.0,
L56124,L,297.3,308.3,1471.0,38.2,37.0,0,0.0,0.0,0.0,0.0,0.0,
L56125,L,297.4,308.2,1639.0,33.8,39.0,0,0.0,0.0,0.0,0.0,0.0,
M23806,M,297.3,308.2,1846.0,24.5,41.0,0,0.0,0.0,0.0,0.0,0.0,
M23807,M,297.3,308.2,1452.0,38.2,44.0,0,0.0,0.0,0.0,0.0,0.0,
M23808,M,297.4,308.3,1483.0,41.9,47.0,0,0.0,0.0,0.0,0.0,0.0,
L56129,L,297.4,308.3,1284.0,60.3,50.0,0,0.0,0.0,0.0,0.0,0.0,
L56130,L,297.4,308.2,1419.0,50.0,52.0,0,0.0,0.0,0.0,0.0,0.0,
L56131,L,297.3,308.1,1763.0,28.4,54.0,0,0.0,0.0,0.0,0.0,0.0,
M23812,M,297.2,308.0,1478.0,42.5,56.0,0,0.0,0.0,0.0,0.0,0.0,
L56133,L,297.3,308.0,1518.0,36.0,59.0,0,0.0,0.0,0.0,0.0,0.0,
L56134,L,297.3,308.0,1447.0,49.0,61.0,0,0.0,0.0,0.0,0.0,0.0,
M23815,M,297.4,308.0,1355.0,55.1,63.0,0,0.0,0.0,0.0,0.0,0.0,
L56136,L,297.4,308.1,1348.0,57.4,66.0,0,0.0,0.0,0.0,0.0,0.0,
L56137,L,297.4,308.1,1348.0,53.7,68.0,0,0.0,0.0,0.0,0.0,0.0,
M23818,M,297.4,308.1,1734.0,27.7,70.0,0,0.0,0.0,0.0,0.0,0.0,
L56139,L,297.3,308.0,1420.0,46.5,73.0,0,0.0,0.0,0.0,0.0,0.0,
L56140,L,297.3,307.9,1797.0,24.7,75.0,0,0.0,0.0,0.0,0.0,0.0,
M23821,M,297.3,308.0,1403.0,45.0,77.0,0,0.0,0.0,0.0,0.0,0.0,
L56142,L,297.3,307.9,1628.0,30.2,80.0,0,0.0,0.0,0.0,0.0,0.0,
M23823,M,297.2,307.9,1687.0,30.4,82.0,0,0.0,0.0,0.0,0.0,0.0,
M23824,M,297.2,307.9,1456.0,44.9,85.0,0,0.0,0.0,0.0,0.0,0.0,
L56145,L,297.1,307.9,1496.0,44.7,88.0,0,0.0,0.0,0.0,0.0,0.0,
L56146,L,297.1,307.8,1636.0,30.3,90.0,0,0.0,0.0,0.0,0.0,0.0,
L56147,L,297.1,307.8,1536.0,40.4,92.0,0,0.0,0.0,0.0,0.0,0.0,
L56148,L,297.1,307.8,1454.0,50.6,94.0,0,0.0,0.0,0.0,0.0,0.0,
L56149,L,297.0,307.8,1396.0,50.0,96.0,0,0.0,0.0,0.0,0.0,0.0,
L56150,L,297.0,307.6,1575.0,37.4,98.0,0,0.0,0.0,0.0,0.0,0.0,
L56151,L,296.9,307.6,1514.0,35.7,100.0,0,0.0,0.0,0.0,0.0,0.0,
M23832,M,296.8,307.4,1455.0,49.9,102.0,0,0.0,0.0,0.0,0.0,0.0,
L56153,L,296.8,307.4,1549.0,48.3,105.0,0,0.0,0.0,0.0,0.0,0.0,
L56154,L,296.8,307.5,1474.0,42.4,107.0,0,0.0,0.0,0.0,0.0,0.0,
H38389,H,296.7,307.4,1661.0,34.2,109.0,0,0.0,0.0,0.0,0.0,0.0,
L56156,L,296.7,307.4,1535.0,34.6,114.0,0,0.0,0.0,0.0,0.0,0.0,
M23837,M,296.9,307.5,1556.0,31.2,116.0,0,0.0,0.0,0.0,0.0,0.0,
L56158,L,296.9,307.6,1435.0,45.0,119.0,0,0.0,0.0,0.0,0.0,0.0,
M23839,M,296.9,307.5,1332.0,51.1,121.0,0,0.0,0.0,0.0,0.0,0.0,
L56160,L,297.0,307.6,1513.0,42.4,124.0,0,0.0,0.0,0.0,0.0,0.0,
L56161,L,297.0,307.7,1502.0,39.4,126.0,0,0.0,0.0,0.0,0.0,0.0,
L56162,L,297.0,307.7,1315.0,60.1,128.0,0,0.0,0.0,0.0,0.0,0.0,
M23843,M,297.0,307.7,1261.0,51.1,130.0,0,0.0,0.0,0.0,0.0,0.0,
L56164,L,297.1,307.8,1406.0,60.4,133.0,0,0.0,0.0,0.0,0.0,0.0,
L56165,L,297.1,307.8,1584.0,42.3,135.0,0,0.0,0.0,0.0,0.0,0.0,
M23846,M,297.1,307.8,1443.0,43.9,137.0,0,0.0,0.0,0.0,0.0,0.0,
L56167,L,297.2,307.9,1580.0,35.8,140.0,0,0.0,0.0,0.0,0.0,0.0,
L56168,L,297.2,307.9,1825.0,24.6,142.0,0,0.0,0.0,0.0,0.0,0.0,
L56169,L,297.2,307.9,1469.0,48.2,144.0,0,0.0,0.0,0.0,0.0,0.0,
L56170,L,297.2,307.9,1493.0,38.4,146.0,0,0.0,0.0,0.0,0.0,0.0,
M23851,M,297.3,308.0,1598.0,29.4,148.0,0,0.0,0.0,0.0,0.0,0.0,
H38406,H,297.2,307.9,1450.0,37.2,151.0,0,0.0,0.0,0.0,0.0,0.0,
M23853,M,297.2,307.9,1632.0,37.5,156.0,0,0.0,0.0,0.0,0.0,0.0,
M23854,M,297.1,307.9,1980.0,20.3,159.0,0,0.0,0.0,0.0,0.0,0.0,
L56175,L,297.2,308.0,1474.0,43.7,162.0,0,0.0,0.0,0.0,0.0,0.0,
L56176,L,297.2,307.9,1540.0,37.1,164.0,0,0.0,0.0,0.0,0.0,0.0,
M23857,M,297.1,307.9,1609.0,38.9,166.0,0,0.0,0.0,0.0,0.0,0.0,
L56178,L,297.1,308.0,1467.0,42.8,169.0,0,0.0,0.0,0.0,0.0,0.0,
L56179,L,297.1,307.9,1492.0,39.4,171.0,0,0.0,0.0,0.0,0.0,0.0,
L56180,L,297.0,307.9,1493.0,46.1,173.0,0,0.0,0.0,0.0,0.0,0.0,
L56181,L,297.0,307.8,1500.0,39.9,175.0,0,0.0,0.0,0.0,0.0,0.0,
L56182,L,297.1,307.8,1477.0,36.6,177.0,0,0.0,0.0,0.0,0.0,0.0,
L56183,L,297.1,307.9,1342.0,49.1,179.0,0,0.0,0.0,0.0,0.0,0.0,
M23864,M,297.1,307.8,1538.0,34.3,181.0,0,0.0,0.0,0.0,0.0,0.0,
L56185,L,297.2,307.9,1337.0,58.1,184.0,0,0.0,0.0,0.0,0.0,0.0,
L56186,L,297.3,307.9,1417.0,41.8,186.0,0,0.0,0.0,0.0,0.0,0.0,
L56187,L,297.4,308.0,1383.0,46.2,188.0,0,0.0,0.0,0.0,0.0,0.0,
M23868,M,297.4,308.0,1440.0,42.4,190.0,0,0.0,0.0,0.0,0.0,0.0,
L56189,L,297.3,307.9,1579.0,34.4,193.0,0,0.0,0.0,0.0,0.0,0.0,
L56190,L,297.2,307.9,1441.0,40.0,195.0,0,0.0,0.0,0.0,0.0,0.0,
M23871,M,297.2,307.9,1530.0,35.9,197.0,0,0.0,0.0,0.0,0.0,0.0,
L56192,L,297.2,308.0,1705.0,26.0,200.0,0,0.0,0.0,0.0,0.0,0.0,
H38427,H,297.2,308.0,1435.0,43.0,202.0,0,0.0,0.0,0.0,0.0,0.0,
M23874,M,297.2,308.1,1340.0,61.3,207.0,1,0.0,0.0,0.0,1.0,0.0,
L56195,L,297.2,308.1,1431.0,49.7,210.0,1,0.0,0.0,0.0,0.0,0.0,
L56196,L,297.3,308.2,1396.0,52.7,212.0,1,0.0,0.0,0.0,1.0,0.0,
M23877,M,297.3,308.1,1369.0,52.0,214.0,0,0.0,0.0,0.0,0.0,0.0,
L56198,L,297.3,308.1,1615.0,35.4,217.0,1,1.0,0.0,0.0,0.0,0.0,
L56199,L,297.2,308.1,1662.0,31.3,0.0,0,0.0,0.0,0.0,0.0,0.0,
L56200,L,297.3,308.2,1553.0,33.5,2.0,0,0.0,0.0,0.0,0.0,0.0,
M23881,M,297.4,308.2,1536.0,34.6,4.0,0,0.0,0.0,0.0,0.0,0.0,
L56202,L,297.4,308.3,1548.0,46.6,7.0,0,0.0,0.0,0.0,0.0,0.0,
L56203,L,297.4,308.3,1706.0,30.9,9.0,0,0.0,0.0,0.0,0.0,0.0,
L56204,L,297.4,308.3,1366.0,45.5,11.0,0,0.0,0.0,0.0,0.0,0.0,
L56205,L,297.5,308.4,1440.0,35.9,13.0,0,0.0,0.0,0.0,0.0,0.0,
M23886,M,297.5,308.4,1685.0,28.1,15.0,0,0.0,0.0,0.0,0.0,0.0,
M23887,M,297.4,308.3,1444.0,44.0,18.0,0,0.0,0.0,0.0,0.0,0.0,
L56208,L,297.4,308.3,1395.0,48.7,21.0,0,0.0,0.0,0.0,0.0,0.0,
L56209,L,297.4,308.3,1483.0,38.8,23.0,0,0.0,0.0,0.0,0.0,0.0,
M23890,M,297.5,308.4,1403.0,44.3,25.0,0,0.0,0.0,0.0,0.0,0.0,
H38445,H,297.5,308.4,1793.0,23.9,28.0,0,0.0,0.0,0.0,0.0,0.0,
L56212,L,297.4,308.3,1723.0,28.8,33.0,0,0.0,0.0,0.0,0.0,0.0,
L56213,L,297.4,308.2,1386.0,41.0,35.0,0,0.0,0.0,0.0,0.0,0.0,
H38448,H,297.4,308.2,1585.0,46.2,37.0,0,0.0,0.0,0.0,0.0,0.0,
M23895,M,297.3,308.1,1731.0,27.7,42.0,0,0.0,0.0,0.0,0.0,0.0,
L56216,L,297.3,308.3,1519.0,37.7,45.0,0,0.0,0.0,0.0,0.0,0.0,
L56217,L,297.3,308.2,1896.0,24.4,47.0,0,0.0,0.0,0.0,0.0,0.0,
L56218,L,297.3,308.3,2358.0,14.9,49.0,0,0.0,0.0,0.0,0.0,0.0,
M23899,M,297.3,308.3,1341.0,51.9,51.0,0,0.0,0.0,0.0,0.0,0.0,
L56220,L,297.3,308.3,1550.0,37.0,54.0,0,0.0,0.0,0.0,0.0,0.0,
L56221,L,297.3,308.3,1309.0,61.5,56.0,0,0.0,0.0,0.0,0.0,0.0,
M23902,M,297.3,308.4,1599.0,32.9,58.0,0,0.0,0.0,0.0,0.0,0.0,
L56223,L,297.4,308.4,1343.0,40.0,61.0,0,0.0,0.0,0.0,0.0,0.0,
L56224,L,297.4,308.4,1378.0,39.9,63.0,0,0.0,0.0,0.0,0.0,0.0,
L56225,L,297.4,308.4,1603.0,34.6,65.0,0,0.0,0.0,0.0,0.0,0.0,
L56226,L,297.4,308.4,1664.0,28.1,67.0,0,0.0,0.0,0.0,0.0,0.0,
L56227,L,297.3,308.4,1488.0,37.4,69.0,0,0.0,0.0,0.0,0.0,0.0,
M23908,M,297.3,308.4,1370.0,50.5,71.0,0,0.0,0.0,0.0,0.0,0.0,
L56229,L,297.3,308.5,1545.0,34.3,74.0,0,0.0,0.0,0.0,0.0,0.0,
M23910,M,297.4,308.5,1566.0,31.4,76.0,0,0.0,0.0,0.0,0.0,0.0,
