Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L50962,L,302.2,310.8,1827,23.8,9,0,0,0,0,0,0
H33197,H,302.2,310.8,1397,47.6,11,0,0,0,0,0,0
L50964,L,302.2,310.8,1744,29.7,16,0,0,0,0,0,0
L50965,L,302.3,310.9,1545,36.7,18,0,0,0,0,0,0
L50966,L,302.3,310.9,1587,36.6,20,0,0,0,0,0,0
L50967,L,302.3,310.8,1377,47.3,22,1,0,1,0,0,0
L50968,L,302.3,310.8,1511,48.1,24,0,0,0,0,0,0
L50969,L,302.3,310.8,1650,32.4,26,0,0,0,0,0,0
L50970,L,302.3,310.9,1412,48.9,28,0,0,0,0,0,0
L50971,L,302.3,311.0,1528,43.1,30,0,0,0,0,0,0
L50972,L,302.3,310.9,1459,35.0,32,0,0,0,0,0,0
L50973,L,302.3,310.9,1379,49.3,34,1,0,1,0,0,0
M18654,M,302.2,310.8,1356,48.3,36,0,0,0,0,0,0
M18655,M,302.1,310.8,1409,41.3,39,0,0,0,0,0,0
M18656,M,302.1,310.8,1504,37.5,42,0,0,0,0,0,0
L50977,L,302.1,310.8,1622,36.8,45,0,0,0,0,0,0
L50978,L,302.1,310.8,1786,25.7,47,0,0,0,0,0,0
L50979,L,302.2,310.9,1506,34.0,49,0,0,0,0,0,0
M18660,M,302.1,310.9,1916,23.1,51,0,0,0,0,0,0
M18661,M,302.2,310.9,1771,27.6,54,0,0,0,0,0,0
M18662,M,302.2,310.9,1488,44.2,57,0,0,0,0,0,0
L50983,L,302.2,310.9,1531,37.5,60,0,0,0,0,0,0
L50984,L,302.3,310.9,1529,33.4,62,0,0,0,0,0,0
M18665,M,302.4,311.0,1580,36.5,64,0,0,0,0,0,0
M18666,M,302.3,310.9,1360,44.0,67,1,0,1,0,0,0
M18667,M,302.3,311.0,1546,35.5,70,0,0,0,0,0,0
M18668,M,302.3,310.9,1762,24.5,73,0,0,0,0,0,0
L50989,L,302.2,310.8,1350,56.6,76,0,0,0,0,0,0
M18670,M,302.2,310.8,1562,38.1,78,0,0,0,0,0,0
M18671,M,302.1,310.7,1608,30.3,81,0,0,0,0,0,0
L50992,L,302.0,310.6,1392,50.0,84,0,0,0,0,0,0
L50993,L,302.0,310.6,1467,44.9,86,0,0,0,0,0,0
M18674,M,302.1,310.6,1326,59.1,88,1,0,1,0,0,0
L50995,L,302.2,310.7,1769,24.9,91,0,0,0,0,0,0
L50996,L,302.1,310.6,1459,47.6,93,0,0,0,0,0,0
M18677,M,302.1,310.6,1421,52.0,95,0,0,0,0,0,0
L50998,L,302.1,310.7,1491,42.8,98,0,0,0,0,0,0
L50999,L,302.2,310.7,1567,36.4,100,0,0,0,0,0,0
L51000,L,302.3,310.8,1421,41.4,102,0,0,0,0,0,0
L51001,L,302.3,310.9,1596,33.5,104,0,0,0,0,0,0
M18682,M,302.4,311.0,1464,44.2,106,0,0,0,0,0,0
M18683,M,302.3,310.9,1581,36.1,109,0,0,0,0,0,0
L51004,L,302.3,310.9,1620,30.3,112,0,0,0,0,0,0
H33239,H,302.2,310.7,1413,48.9,114,0,0,0,0,0,0
H33240,H,302.3,310.8,1438,43.8,119,0,0,0,0,0,0
M18687,M,302.4,310.9,1469,41.6,124,0,0,0,0,0,0
M18688,M,302.3,310.8,1762,27.8,127,0,0,0,0,0,0
H33243,H,302.3,310.9,1366,48.4,130,1,0,1,0,0,0
L51010,L,302.3,310.9,1891,22.7,135,0,0,0,0,0,0
M18691,M,302.3,310.9,1742,29.7,137,0,0,0,0,0,0
M18692,M,302.2,310.9,1465,43.5,140,0,0,0,0,0,0
M18693,M,302.3,311.0,1541,36.6,143,0,0,0,0,0,0
M18694,M,302.3,311.1,1295,57.1,146,0,0,0,0,0,0
M18695,M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0
L51016,L,302.4,311.2,1466,43.9,152,0,0,0,0,0,0
L51017,L,302.4,311.2,1450,47.9,154,0,0,0,0,0,0
L51018,L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0
M18699,M,302.3,311.0,1578,33.5,158,0,0,0,0,0,0
L51020,L,302.4,311.0,1610,33.1,161,0,0,0,0,0,0
L51021,L,302.4,311.1,1565,42.8,163,0,0,0,0,0,0
L51022,L,302.5,311.2,1545,40.1,165,0,0,0,0,0,0
L51023,L,302.5,311.2,1227,60.1,167,0,0,0,0,0,0
L51024,L,302.4,311.1,1484,45.9,169,0,0,0,0,0,0
L51025,L,302.3,311.0,1591,32.7,171,0,0,0,0,0,0
L51026,L,302.3,310.9,1403,47.2,173,0,0,0,0,0,0
M18707,M,302.3,311.0,1450,45.7,175,0,0,0,0,0,0
L51028,L,302.3,310.9,1720,28.1,178,0,0,0,0,0,0
L51029,L,302.3,311.0,1561,37.2,180,0,0,0,0,0,0
M18710,M,302.3,311.0,1421,41.3,182,0,0,0,0,0,0
H33265,H,302.2,310.9,1415,48.4,185,0,0,0,0,0,0
L51032,L,302.3,310.9,2034,19.7,190,0,0,0,0,0,0
L51033,L,302.4,311.0,1486,40.4,192,0,0,0,0,0,0
L51034,L,302.4,311.0,1338,67.6,194,1,0,0,1,1,0
H33269,H,302.4,311.1,1578,32.3,196,0,0,0,0,0,0
M18716,M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0
H33271,H,302.4,311.2,1506,40.8,204,0,0,0,0,0,0
L51038,L,302.5,311.4,1559,37.6,209,0,0,0,0,0,0
L51039,L,302.6,311.5,1599,37.0,211,0,0,0,0,0,0
L51040,L,302.6,311.5,1427,38.9,213,0,0,0,0,0,0
M18721,M,302.5,311.5,1481,41.1,215,0,0,0,0,0,0
H33276,H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0
L51043,L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0
M18724,M,302.5,311.4,1629,31.7,225,0,0,0,0,0,0
H33279,H,302.6,311.5,1629,34.4,228,1,1,0,0,0,0
L51046,L,302.6,311.6,1311,53.2,0,0,0,0,0,0,0
M18727,M,302.7,311.6,2709,9.7,2,1,0,0,1,0,0
M18728,M,302.7,311.7,1759,29.9,5,0,0,0,0,0,0
L51049,L,302.7,311.7,1480,45.2,8,0,0,0,0,0,0
L51050,L,302.7,311.8,1461,46.1,10,0,0,0,0,0,0
M18731,M,302.7,311.8,1728,30.0,12,0,0,0,0,0,0
L51052,L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0
L51053,L,302.6,311.8,1638,35.1,17,0,0,0,0,0,0
L51054,L,302.6,311.7,1254,54.1,19,0,0,0,0,0,0
L51055,L,302.6,311.8,1427,50.1,21,0,0,0,0,0,0
L51056,L,302.6,311.8,1627,31.8,23,0,0,0,0,0,0
H33291,H,302.6,311.7,1471,48.3,25,0,0,0,0,0,0
L51058,L,302.6,311.7,1773,27.1,30,0,0,0,0,0,0
M18739,M,302.6,311.7,1430,51.7,32,0,0,0,0,0,0
L51060,L,302.5,311.6,1595,29.5,35,0,0,0,0,0,0
L51061,L,302.5,311.5,1521,44.1,37,0,0,0,0,0,0
L51062,L,302.5,311.6,1419,43.7,39,0,0,0,0,0,0
M18743,M,302.4,311.4,1534,40.1,41,0,0,0,0,0,0
H33298,H,302.5,311.5,1626,36.0,44,0,0,0,0,0,0
L51065,L,302.5,311.5,1677,29.2,49,0,0,0,0,0,0
L51066,L,302.4,311.3,1392,50.5,51,0,0,0,0,0,0
L51067,L,302.4,311.2,1448,50.5,53,0,0,0,0,0,0
L51068,L,302.3,311.2,1903,22.9,55,0,0,0,0,0,0
L51069,L,302.4,311.2,1404,52.0,57,0,0,0,0,0,0
L51070,L,302.3,311.2,1386,53.5,59,0,0,0,0,0,0
L51071,L,302.2,311.1,1418,47.0,61,0,0,0,0,0,0
M18752,M,302.3,311.1,1338,53.3,63,0,0,0,0,0,0
L51073,L,302.3,311.2,1549,40.6,66,0,0,0,0,0,0
M18754,M,302.3,311.2,1432,42.7,68,0,0,0,0,0,0
M18755,M,302.3,311.2,1546,40.0,71,0,0,0,0,0,0
M18756,M,302.2,311.2,1627,33.2,74,0,0,0,0,0,0
M18757,M,302.2,311.1,1640,32.8,77,0,0,0,0,0,0
M18758,M,302.1,311.1,1423,36.8,80,0,0,0,0,0,0
M18759,M,302.1,311.0,1711,28.7,83,0,0,0,0,0,0
M18760,M,302.1,311.1,1450,51.6,86,0,0,0,0,0,0
H33315,H,302.2,311.1,1553,34.1,89,0,0,0,0,0,0
L51082,L,302.2,311.1,1630,34.6,94,0,0,0,0,0,0
H33317,H,302.2,311.1,1476,39.6,96,0,0,0,0,0,0
H33318,H,302.2,311.1,1426,50.6,101,0,0,0,0,0,0
M18765,M,302.2,311.2,1561,34.9,106,0,0,0,0,0,0
L51086,L,302.3,311.2,1297,62.5,109,0,0,0,0,0,0
M18767,M,302.3,311.2,1842,23.9,111,0,0,0,0,0,0
L51088,L,302.3,311.2,1633,36.4,114,0,0,0,0,0,0
H33323,H,302.3,311.3,1744,30.3,116,0,0,0,0,0,0
L51090,L,302.4,311.4,1831,26.9,121,0,0,0,0,0,0
M18771,M,302.3,311.3,1339,50.8,123,0,0,0,0,0,0
L51092,L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0
M18773,M,302.4,311.4,1675,29.6,128,0,0,0,0,0,0
L51094,L,302.5,311.5,1493,35.1,131,0,0,0,0,0,0
L51095,L,302.5,311.5,1700,29.5,133,0,0,0,0,0,0
L51096,L,302.6,311.6,1453,37.0,135,0,0,0,0,0,0
L51097,L,302.6,311.7,1542,34.1,137,0,0,0,0,0,0
M18778,M,302.5,311.5,1358,52.7,139,0,0,0,0,0,0
H33333,H,302.5,311.5,1655,32.3,142,0,0,0,0,0,0
L51100,L,302.6,311.5,1885,27.5,147,0,0,0,0,0,0
L51101,L,302.7,311.5,1494,41.4,149,0,0,0,0,0,0
M18782,M,302.6,311.4,1757,29.5,151,0,0,0,0,0,0
M18783,M,302.6,311.4,1718,31.2,154,0,0,0,0,0,0
M18784,M,302.5,311.4,1636,35.0,157,0,0,0,0,0,0
L51105,L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0
L51106,L,302.6,311.5,1609,36.0,162,0,0,0,0,0,0
H33341,H,302.7,311.5,1556,35.0,164,0,0,0,0,0,0
L51108,L,302.6,311.5,1442,59.8,169,1,0,0,1,0,0
M18789,M,302.7,311.6,1501,38.8,171,0,0,0,0,0,0
M18790,M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0
M18791,M,302.7,311.7,1784,25.1,177,0,0,0,0,0,0
L51112,L,302.6,311.6,1953,22.4,180,0,0,0,0,0,0
L51113,L,302.6,311.6,1576,34.7,182,0,0,0,0,0,0
M18794,M,302.6,311.6,1518,39.0,184,0,0,0,0,0,0
M18795,M,302.6,311.6,1227,68.2,187,1,0,0,0,1,0
L51116,L,302.5,311.5,1985,18.8,190,0,0,0,0,0,0
L51117,L,302.5,311.5,1802,26.4,192,0,0,0,0,0,0
L51118,L,302.5,311.5,1603,32.4,194,0,0,0,0,0,0
L51119,L,302.5,311.6,1400,54.0,196,0,0,0,0,0,0
L51120,L,302.3,311.5,1395,54.2,198,0,0,0,0,0,0
L51121,L,302.2,311.4,1987,19.9,200,0,0,0,0,0,0
M18802,M,302.2,311.4,1398,47.2,202,0,0,0,0,0,0
L51123,L,302.3,311.4,1333,66.7,205,1,0,0,1,1,0
L51124,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0
L51125,L,302.2,311.3,1570,36.1,0,0,0,0,0,0,0
M18806,M,302.2,311.3,1658,31.0,2,0,0,0,0,0,0
H33361,H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0
M18808,M,302.2,311.3,1510,37.1,10,0,0,0,0,0,0
L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0
L51130,L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0
M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0
L51132,L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0
M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0
M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0
L51135,L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0
M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0
L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0
L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0
M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0
L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0
M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0
L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0
H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0
M18824,M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0
L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0
L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0
M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0
M18828,M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0
L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0
M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0
H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0
L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0
L51153,L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0
L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0
H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0
H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0
M18837,M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0
L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0
L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0
M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0
M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0
L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0
L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0
L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0
L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0
M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0
M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0
L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0
L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0
H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0
L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0
L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0
L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0
L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0
L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0
M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0
L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0
L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0
L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0
L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0
H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0
L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0
L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0
L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0
M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0
L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0
L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0
M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0
L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0
M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0
L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0
M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0
M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0
L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0
L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0
L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0
L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0
M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0
M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0
L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0
H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0
L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0
L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0
M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0
H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0
M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0
L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0
L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0
H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0
L51210,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0
L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0
L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0
L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0
L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0
L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0
L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0
M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0
L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0
L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0
L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0
L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0
L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0
M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0
M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0
M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0
M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0
L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0
L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0
L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0
L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0
L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0
M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0
M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0
M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0
L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0
L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0
L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0
M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0
L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0
M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0
L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0
L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0
L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0
L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0
M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0
M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0
L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0
L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0
M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0
L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0
L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0
L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0
M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0
L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0
L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0
M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0
L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0
H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0
L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0
L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0
L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0
L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0
M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0
L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0
H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0
L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0
L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0
L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0
M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0
L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0
M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0
H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0
M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0
L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0
H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0
L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0
L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0
L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0
L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0
L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0
L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0
L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0
L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0
L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0
L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0
L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0
L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0
L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0
M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0
L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0
M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0
H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0
L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0
L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0
H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0
M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0
L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0
L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0
L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0
M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0
M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0
L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0
M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0
L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0
L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0
M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0
H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0
L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0
M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0
L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0
L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0
M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0
L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0
L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0
M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0
L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0
L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0
L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0
H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0
L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0
H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0
L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0
L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0
L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0
M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0
L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0
L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0
L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0
L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0
L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0
M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0
M19012,M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0
M19013,M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0
M19014,M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0
L51335,L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0
M19016,M,302.0,310.5,1823,25.1,87,0,0,0,0,0,0
L51337,L,302.0,310.5,1263,60.6,90,1,0,1,0,0,0
L51338,L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0
M19019,M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0
M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0
H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0
L51342,L,302.0,310.4,1591,29.8,105,0,0,0,0,0,0
L51343,L,302.1,310.5,1696,30.9,107,0,0,0,0,0,0
L51344,L,302.2,310.6,1346,47.5,109,1,0,1,0,0,0
M19025,M,302.2,310.5,1507,40.4,111,0,0,0,0,0,0
H33580,H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0
M19027,M,302.3,310.7,1559,33.9,119,0,0,0,0,0,0
L51348,L,302.2,310.6,1632,30.5,122,0,0,0,0,0,0
L51349,L,302.1,310.5,1559,36.0,124,0,0,0,0,0,0
M19030,M,302.2,310.6,1355,51.5,126,1,0,1,0,0,0
M19031,M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0
L51352,L,302.2,310.6,1386,50.0,132,0,0,0,0,0,0
M19033,M,302.2,310.6,1346,49.2,134,1,0,1,0,0,0
L51354,L,302.3,310.7,1499,37.8,137,0,0,0,0,0,0
L51355,L,302.3,310.7,1612,33.4,139,0,0,0,0,0,0
M19036,M,302.3,310.7,1544,39.7,141,0,0,0,0,0,0
L51357,L,302.5,310.9,1477,39.2,144,0,0,0,0,0,0
L51358,L,302.5,310.9,1624,34.4,146,0,0,0,0,0,0
